Designator,Mid X,Mid Y,Rotation,Layer
D1,64.09,-45.83,0.0,top
D2,64.09,-49.38,0.0,top
D3,64.09,-52.93,0.0,top
D4,64.09,-56.48,0.0,top
D5,74.5,-56.6,0.0,top
D6,74.01,-47.88,0.0,top
D9,64.09,-60.03,0.0,top
J1,47.97,-24.37,0.0,top
SW1,74.18,-72.3,0.0,top
SW2,29.52,-51.345,0.0,top
SW3,48.6,-51.365,0.0,top
SW4,29.49,-70.445,0.0,top
SW5,48.59,-70.435,0.0,top
U1,31.3605,-23.039,0.0,top
